id,category,subject,email_text
1061,updates,Policy Update Notice,We wanted to inform you about an important update to your account.
1062,social,New Comment on Your Photo,Your friend interacted with your recent post. Check it out now.
1063,updates,Policy Update Notice,We wanted to inform you about an important update to your account.
1064,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
1065,spam,You Won a Lottery,Congratulations you have been selected to receive a huge reward. Click now.
1066,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
1067,updates,Weekly Newsletter,Your account settings were recently modified successfully.
1068,personal,Meeting Tomorrow,Just wanted to check if you are available for a quick discussion.
1069,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
1070,personal,Meeting Tomorrow,Just wanted to check if you are available for a quick discussion.
1071,updates,Policy Update Notice,We wanted to inform you about an important update to your account.
1072,spam,Free Gift Card Inside,Act immediately to claim your prize before it expires.
1073,personal,Trip Planning,Just wanted to check if you are available for a quick discussion.
1074,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
1075,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
1076,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
1077,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
1078,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
1079,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
1080,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
1081,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
1082,social,New Friend Request,You have a new notification from your social network account.
1083,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
1084,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
1085,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
1086,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
1087,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
1088,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
1089,social,Event Invitation,You have a new notification from your social network account.
1090,updates,Account Security Alert,We wanted to inform you about an important update to your account.
1091,purchases,Delivery Completed,Your order is on the way and will be delivered soon.
1092,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
1093,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
1094,personal,Trip Planning,Just wanted to check if you are available for a quick discussion.
1095,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
1096,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
1097,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
1098,purchases,Invoice for Your Order,Your order is on the way and will be delivered soon.
1099,purchases,Delivery Completed,Thank you for your order. Your purchase has been confirmed.
1100,updates,Account Security Alert,Your account settings were recently modified successfully.
1101,updates,Policy Update Notice,We wanted to inform you about an important update to your account.
1102,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
1103,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
1104,personal,Trip Planning,Just wanted to check if you are available for a quick discussion.
1105,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
1106,purchases,Invoice for Your Order,Your order is on the way and will be delivered soon.
1107,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
1108,personal,Checking In,Just wanted to check if you are available for a quick discussion.
1109,personal,Project Discussion,Just wanted to check if you are available for a quick discussion.
1110,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
1111,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
1112,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
1113,social,Event Invitation,You have a new notification from your social network account.
1114,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
1115,personal,Project Discussion,Just wanted to check if you are available for a quick discussion.
1116,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
